x1,x2,y
0.071,9.056,0
7.61,1.027,0
1.991,7.608,0
1.878,6.071,0
4.245,0.615,0
1.715,4.698,0
3.015,7.81,0
3.884,7.635,0
6.963,3.997,0
8.767,4.12,0
3.676,10.554,0
4.997,0.515,0
4.781,2.902,0
2.212,4.386,0
9.518,7.006,0
2.122,9.903,0
0.291,8.883,0
8.163,5.83,0
9.565,5.327,0
8.277,7.342,0
3.441,5.092,0
6.205,2.778,0
0.593,11.907,0
2.242,7.513,0
4.241,5.659,0
5.591,5.246,0
2.252,8.772,0
7.719,1.559,0
6.333,1.11,0
6.237,8.878,0
0.264,10.767,0
3.707,8.842,0
6.118,7.094,0
2.432,4.622,0
8.045,2.732,0
1.702,6.133,0
1.006,7.027,0
7.728,3.779,0
0.758,6.722,0
1.854,5.875,0
1.759,5.395,0
2.339,8.817,0
0.968,7.102,0
5.983,0.496,0
11.195,3.794,0
0.182,4.66,0
0.769,4.13,0
2.884,4.335,0
4.393,2.899,0
8.9,0.908,0
3.801,10.897,0
2.883,4.898,0
3.991,2.318,0
0.185,4.46,0
8.602,5.568,0
5.382,2.347,0
1.889,7.177,0
1.953,8.083,0
8.803,3.774,0
6.7,4.89,0
9.965,5.769,0
9.882,6.17,0
5.369,8.053,0
0.068,4.661,0
4.17,4.602,0
1.12,10.724,0
7.468,6.047,0
6.153,6.126,0
1.74,9.338,0
4.294,4.28,0
3.995,0.937,0
0.702,11.045,0
4.923,10.105,0
0.818,3.93,0
5.332,1.568,0
2.12,11.762,0
1.994,3.749,0
6.625,1.181,0
5.731,5.592,0
2.954,3.913,0
3.427,2.434,0
0.714,6.108,0
1.663,4.496,0
8.018,5.778,0
0.767,6.31,0
4.923,9.094,0
7.902,2.091,0
6.111,6.818,0
5.641,1.561,0
5.255,9.811,0
0.991,5.904,0
11.084,4.333,0
7.062,2.142,0
6.491,0.083,0
0.457,4.814,0
5.551,10.469,0
2.55,6.356,0
6.939,9.331,0
3.106,3.201,0
3.386,6.035,0
3.017,8.725,0
3.957,4.464,0
9.697,3.822,0
1.923,9.559,0
4.214,1.155,0
2.84,4.566,0
5.074,2.674,0
8.044,8.32,0
4.457,8.775,0
1.86,9.126,0
6.335,5.067,0
6.983,5.351,0
4.48,2.539,0
4.843,10.695,0
0.203,8.022,0
0.881,8.199,0
1.608,3.833,0
7.212,9.143,0
0.972,9.13,0
1.947,5.297,0
7.019,1.193,0
4.062,8.853,0
7.694,7.795,0
5.762,1.283,0
2.272,4.181,0
5.502,7.761,0
1.059,11.52,0
1.786,9.285,0
4.761,1.881,0
8.326,1.595,0
4.098,8.362,0
1.697,3.952,0
5.26,0.839,0
6.355,1.595,0
1.484,5.357,0
4.584,3.252,0
9.669,3.075,0
0.083,9.633,0
7.328,2.491,0
8.933,1.096,0
6.247,0.32,0
4.269,5.141,0
2.074,-4.403,1
3.618,-2.097,1
7.105,-5.745,1
4.945,-8.315,1
8.645,-2.712,1
8.726,-0.76,1
5.912,-0.021,1
4.761,-7.451,1
8.655,-3.075,1
8.333,-4.313,1
7.581,-0.083,1
3.19,-3.326,1
8.336,-1.211,1
9.394,-1.143,1
7.766,-3.789,1
5.831,-0.073,1
6.078,-6.66,1
3.692,-3.988,1
1.716,-8.168,1
2.787,-5.205,1
6.618,-2.457,1
2.931,-10.42,1
1.564,-4.338,1
4.049,-4.799,1
4.482,-5.834,1
5.884,-6.115,1
1.258,-11.897,1
4.202,-1.405,1
5.709,-4.789,1
3.393,-6.483,1
2.22,-9.889,1
1.711,-4.345,1
8.693,-5.071,1
2.235,-3.86,1
6.556,-3.744,1
0.58,-9.837,1
9.736,-6.085,1
2.885,-3.558,1
7.151,-8.344,1
1.644,-6.503,1
4.418,-0.785,1
2.088,-9.224,1
7.008,-2.64,1
3.482,-2.193,1
5.233,-1.41,1
3.94,-4.583,1
1.069,-7.433,1
8.517,-5.601,1
6.687,-5.437,1
3.035,-8.341,1
4.276,-10.053,1
8.695,-6.47,1
5.544,-1.002,1
4.663,-4.073,1
7.125,-3.196,1
2.874,-10.737,1
7.976,-2.946,1
6.492,-9.766,1
5.686,-2.859,1
6.682,-1.713,1
3.751,-4.278,1
4.393,-5.787,1
4.685,-6.975,1
2.176,-4.051,1
3.544,-3.734,1
2.49,-9.176,1
5.733,-5.515,1
4.353,-6.674,1
10.679,-1.837,1
6.984,-6.308,1
6.098,-9.615,1
4.73,-10.333,1
11.539,-0.572,1
3.951,-0.761,1
5.077,-0.202,1
3.81,-1.484,1
8.306,-2.511,1
8.047,-3.63,1
2.313,-3.654,1
6.989,-4.895,1
0.028,-5.313,1
1.902,-3.694,1
8.081,-0.699,1
0.011,-9.522,1
4.155,-6.5,1
1.23,-6.57,1
6.314,-2.173,1
5.168,-4.786,1
5.037,-2.641,1
7.296,-2.084,1
4.701,-3.451,1
5.443,-5.882,1
7.241,-2.71,1
9.24,-2.004,1
4.561,-3.793,1
1.599,-8.595,1
2.798,-5.586,1
9.272,-1.492,1
4.733,-2.903,1
5.385,-0.638,1
6.377,-1.559,1
6.945,-4.042,1
9.217,-5.217,1
5.147,-2.65,1
4.447,-1.101,1
6.191,-6.795,1
8.145,-5.561,1
6.487,-6.884,1
2.543,-8.942,1
5.516,-10.01,1
4.224,-4.537,1
0.114,-6.053,1
2.202,-5.531,1
6.853,-0.956,1
10.134,-2.89,1
2.057,-7.661,1
6.143,-7.105,1
6.197,-1.108,1
8.533,-0.015,1
3.411,-4.41,1
-2.014,-4.13,2
-2.36,-7.766,2
-3.853,-2.644,2
-1.159,-5.99,2
-4.919,-7.53,2
-9.154,-0.161,2
-7.462,-5.769,2
-0.91,-5.39,2
-7.983,-2.83,2
-9.359,-3.742,2
-10.098,-2.996,2
-6.537,-3.167,2
-5.646,-2.45,2
-2.429,-10.762,2
-10.728,-0.291,2
-6.944,-2.867,2
-3.202,-9.778,2
-8.327,-5.719,2
-1.842,-10.5,2
-9.404,-2.846,2
-11.602,-2.363,2
-11.224,-2.688,2
-1.015,-6.206,2
-9.841,-4.817,2
-7.453,-1.289,2
-7.816,-4.135,2
-4.761,-6.764,2
-4.327,-0.706,2
-6.441,-6.517,2
-8.015,-2.855,2
-1.257,-11.928,2
-1.038,-9.21,2
-6.166,-6.86,2
-6.178,-3.017,2
-5.246,-0.629,2
-5.552,-4.271,2
-4.681,-1.394,2
-1.979,-6.728,2
-9.386,-5.726,2
-3.338,-7.988,2
-2.44,-10.702,2
-5.921,-5.906,2
-3.963,-2.161,2
-6.132,-9.754,2
-5.044,-8.532,2
-0.014,-11.887,2
-0.101,-4.347,2
-7.147,-9.057,2
-2.92,-8.204,2
-2.494,-10.258,2
-3.37,-3.542,2
-5.147,-5.826,2
-11.413,-2.019,2
-4.82,-3.907,2
-3.46,-9.458,2
-1.653,-7.62,2
-0.286,-11.846,2
-1.326,-8.891,2
-0.921,-5.533,2
-7.43,-1.445,2
-0.668,-4.561,2
-5.761,-0.636,2
-2.162,-8.656,2
-5.975,-0.365,2
-1.72,-4.049,2
-7.399,-8.488,2
-4.085,-0.734,2
-2.095,-8.112,2
-5.817,-4.725,2
-7.312,-6.769,2
-7.176,-4.394,2
-5.559,-0.832,2
-4.958,-10.878,2
-1.605,-9.934,2
-7.891,-7.978,2
-8.144,-3.167,2
-4.22,-1.305,2
-5.37,-3.761,2
-4.375,-6.371,2
-7.748,-5.969,2
-0.247,-4.144,2
-7.539,-0.214,2
-0.311,-5.26,2
-11.311,-0.5,2
-5.051,-7.505,2
-7.392,-0.236,2
-2.623,-3.447,2
-5.94,-5.648,2
-3.818,-5.569,2
-2.976,-8.146,2
-10.808,-2.787,2
-4.533,-1.838,2
-5.543,-0.597,2
-8.686,-3.222,2
-5.125,-0.33,2
-7.746,-4.267,2
-4.808,-1.998,2
-4.669,-5.959,2
-5.085,-5.209,2
-4.475,-7.695,2
-10.075,-5.981,2
-5.467,-2.98,2
-5.045,-5.659,2
-6.305,-0.15,2
-6.51,-0.546,2
-5.78,-9.986,2
-0.591,-8.056,2
-0.303,-8.652,2
-3.692,-11.21,2
-0.185,-4.986,2
-8.333,-1.063,2
-0.017,-4.01,2
-3.811,-4.77,2
-0.464,-10.59,2
-4.407,-4.499,2
-4.894,-10.907,2
-4.86,-10.303,2
-7.792,-3.455,2
-4.164,-1.891,2
-3.231,-5.992,2
-8.47,-1.424,2
-1.901,-8.952,2
-11.153,-0.813,2
-5.111,-9.792,2
-5.497,-7.774,2
-3.143,-5.768,2
-4.567,-7.599,2
-4.678,-5.218,2
-3.718,3.767,3
-8.668,7.473,3
-3.597,7.75,3
-3.677,11.184,3
-0.995,7.128,3
-4.908,4.948,3
-7.448,2.093,3
-3.076,5.742,3
-11.106,4.153,3
-4.186,5.185,3
-8.333,7.897,3
-0.97,6.436,3
-8.141,7.206,3
-0.863,9.35,3
-3.164,8.917,3
-0.256,10.222,3
-3.217,4.23,3
-0.032,4.715,3
-1.575,8.459,3
-3.18,4.485,3
-4.005,0.22,3
-1.618,8.133,3
-1.361,6.973,3
-8.794,3.85,3
-7.564,6.371,3
-5.367,5.079,3
-2.563,10.04,3
-3.77,4.286,3
-5.425,1.748,3
-2.388,3.209,3
-10.299,0.213,3
-2.454,8.074,3
-1.68,8.304,3
-8.151,7.331,3
-4.648,6.867,3
-6.034,8.392,3
-6.427,4.953,3
-4.769,9.139,3
-6.187,5.383,3
-0.457,4.316,3
-7.943,3.852,3
-6.728,4.341,3
-4.558,9.199,3
-8.262,2.748,3
-8.54,4.208,3
-0.247,5.14,3
-0.059,8.902,3
-5.689,4.954,3
-4.843,6.822,3
-3.469,8.464,3
-4.893,0.738,3
-7.881,6.055,3
-8.819,4.318,3
-5.773,2.525,3
-1.914,10.905,3
-2.426,11.312,3
-3.736,6.635,3
-1.46,6.429,3
-3.732,5.739,3
-2.365,7.109,3
-1.823,11.209,3
-5.143,6.714,3
-4.66,0.73,3
-1.406,9.374,3
-3.081,4.767,3
-7.562,0.027,3
-5.543,1.116,3
-2.233,9.768,3
-1.415,3.987,3
-6.212,7.171,3
-7.252,8.252,3
-4.148,9.03,3
-1.376,9.516,3
-0.303,4.085,3
-0.848,4.758,3
-1.888,3.604,3
-9.257,4.944,3
-0.348,8.866,3
-9.429,3.369,3
-4.399,9.184,3
-0.22,7.56,3
-6.205,8.909,3
-8.188,4.272,3
-0.671,8.903,3
-4.817,3.867,3
-6.666,4.354,3
-11.853,0.121,3
-2.586,7.519,3
-6.063,2.722,3
-11.759,2.121,3
-1.3,5.425,3
-2.777,6.091,3
-4.71,7.16,3
-7.795,1.05,3
-1.722,3.791,3
-7.909,2.188,3
-1.024,8.893,3
-6.372,1.885,3
-0.167,10.947,3
-9.295,3.517,3
-4.582,2.582,3
-9.278,0.086,3
-6.92,7.442,3
-0.645,9.878,3
-4.277,0.709,3
-5.337,1.474,3
-10.378,0.589,3
-2.647,10.275,3
-3.235,9.4,3
-5.819,5.11,3
