x1,x2,y
4.1502565695667695,-1.5078466873642848,-1
3.227951401714535,-4.2663223597370505,-1
0.1616173852487484,-3.902067302211118,-1
4.197188985237003,-1.1964854450311977,-1
5.175563105079156,1.9056606087436476,-1
5.171861604986635,2.358853600163368,-1
3.8123396982166877,-3.541734619112766,-1
0.15878870567929643,-5.740151035948274,-1
4.336139211752311,-0.18992059732631728,-1
3.3606252136128276,4.623458302250794,-1
-1.6345912266040965,-5.73558309673964,-1
2.582092249175456,1.1933061196817665,-1
0.5100139817668368,-4.26373464501726,-1
-1.4066915893896084,-5.790817745870172,-1
1.4138948427700326,-2.1855961509335597,-1
3.278276793585454,3.874303410443221,-1
3.1119957959073474,1.167578199023023,-1
1.8835842686040953,1.3335791721826378,-1
0.9764456221130341,-5.383276485328647,-1
4.975671542276817,3.0472429931629237,-1
-0.9101858469265258,-3.9774796072869987,-1
1.1722661886666899,-4.738390530197188,-1
2.064327440798293,-3.794700255007638,-1
2.2853443168543803,-3.833703442703136,-1
4.24040257285055,2.557860129479928,-1
1.0818762017797523,-1.964048250067813,-1
3.147618471540596,-0.8120564110577729,-1
4.1379026298229356,-1.4435877429740835,-1
2.53269273552086,2.428174569062952,-1
1.8472441120245269,-1.0149012223888922,-1
2.3680303280910326,1.6569270694671154,-1
1.579178440435321,-2.4973835274579694,-1
1.8644338497905657,1.5229252074856032,-1
3.0460610329729776,1.3578787050349774,-1
0.33048361366797846,-3.739146482574356,-1
4.523741399799012,0.8392354015937064,-1
2.6432364099206622,-4.655921558266837,-1
2.2265028517117775,-3.9883600910300183,-1
1.6936501366868686,-2.9263625097241253,-1
2.040921002224511,-2.3130073635207804,-1
3.666067031359677,0.10681480974853495,-1
1.5009003481378724,-3.314058815096565,-1
4.075724881976562,-4.088620724109192,-1
1.1066411303385684,-5.6941043145001204,-1
5.3320086852681365,-0.3973627148960444,-1
0.9712785246231547,-1.9520137524851535,-1
3.0069922739143755,-3.9711814183819634,-1
2.8680428927616353,-4.990773621585705,-1
2.784535424450154,-0.1635557185571659,-1
0.4998696473648772,-1.9675128947985538,-1
0.18347713643597435,-3.0801282891884925,-1
1.4212157808106105,-3.622802322891061,-1
1.6899134136857943,-1.083135905271456,-1
-0.04746346015772451,-2.507003887947757,-1
2.833351162407214,1.6089640168607444,-1
4.581958482706604,-0.2285384973790264,-1
3.246706779029204,1.3623508456896538,-1
4.066255124750942,-1.7268443149229324,-1
2.7643200484332744,-2.180914769461689,-1
2.5591561175433806,-3.6913606050769947,-1
0.8162636549505248,-3.3928725552386267,-1
1.9187077229299798,-4.374179304416061,-1
1.7773824190740202,-5.224625266852345,-1
3.1672145962102176,-3.4321935060888515,-1
4.227648299412383,0.4849878473235718,-1
1.8102688825755875,-1.8299673909578438,-1
1.8731513214325286,-1.1098324097601064,-1
2.4903845644354066,-4.753258659841716,-1
1.2893117984331648,-1.7143601614262323,-1
3.685902964237797,-1.666911959908893,-1
2.2244193777474193,0.9706518752176873,-1
5.69023242394727,-0.7407839669140069,-1
-0.39411559378410715,-3.27334680053241,-1
3.501720885926261,-0.7197238332166703,-1
3.416970325815049,-1.0898241406715319,-1
3.67077831828846,-0.12395571942975696,-1
2.62804960990208,-0.2758009875481606,-1
3.4985160584657664,3.60633120512157,-1
0.2570039122281424,-4.86886428210096,-1
2.522547369907647,1.4889891491938643,-1
4.0676635228033176,4.153702800850726,-1
3.2288947601638567,3.580431834533057,-1
2.7390228159865373,-4.670673524798873,-1
4.657743482124573,2.0695365340649055,-1
1.1642413459732843,-4.065049494269982,-1
5.801397088892136,0.6793286193817746,-1
3.1366387139371987,1.9496370578908004,-1
2.3013092540409317,0.44374903695601886,-1
2.2718988062239016,-2.44719925670775,-1
0.6362720371836852,-3.891934680052248,-1
